,name,ingredient_list
1206,clean skin essence mask sheet (honey),"['water', 'glycerin', 'alcohol denat', 'honey extract', 'portulaca oleracea extract', 'panax ginseng root extract', 'chaenomeles sinensis fruit extract', 'sodium hyaluronate', 'butylene glycol', 'peg/ppg-17/6copolymer', 'carbomer', 'xanthan gum', 'peg-60 hydrogenated castor oil', 'disodium edta', 'propylene glycol', 'betaine', 'ethylhexylglycerin', 'triethanolamine', 'phenoxyethanol', 'methylparaben', 'fragrance']"
1207,marin water daily essence,"['water', 'propanediol', 'butylene glycol', 'butylene glycol dicaprylate/dicaprate', 'glycerin', 'sodium hyaluronate', 'caulerpa lentillifera (sea grape) extract', 'codium fragile extract', 'diglycerin', 'milk protein extract', 'aloe barbadensis leaf extract', 'phenyl trimethicone', 'dimethicone', 'sorbitan olivate', 'ammonium acryloyldimethyltaurate/vp copolymer', 'hydroxyethyl urea', 'glyceryl stearate', 'peg-100 stearate', 'carbomer', 'glyceryl caprylate', 'tromethamine', 'ethylhexylglycerin', 'disodium edta', 'phenoxyethanol', 'chlorphenesin', 'fragrance']"
1208,clean skin essence mask sheet (pearl),"['water', 'alcohol denat', 'portulaca oleracea extract', 'panax ginseng root extract', 'chaenomeles sinensis fruit extract', 'hyaluronic acid', 'butylene glycol', 'peg/ppg-17/6copolymer', 'carbomer', 'xanthan gum', 'peg-60 hydrogenated castor oil', 'disodium edta', 'propylene glycol', 'betaine', 'ethylhexylglycerin', 'triethanolamine', 'phenoxyethanol', 'methylparaben', 'fragrance', 'pearl']"
1209,clean skin essence mask sheet (snail),"['water', 'alcohol denat', 'snail secretion filtrate', 'portulaca oleracea extract', 'panax ginseng root extract', 'chaenomeles sinensis fruit extract', 'hyaluronic acid', 'butylene glycol', 'peg/ppg-17/6copolymer', 'carbomer', 'xanthan gum', 'peg-60 hydrogenated castor oil', 'disodium edta', 'propylene glycol', 'betaine', 'ethylhexylglycerin', 'triethanolamine', 'phenoxyethanol', 'methylparaben', 'fragrance']"
1210,collagen eye patch,"['water', 'butylene glycol', 'glycerin', 'peg-75', 'peg/ppg-17/6 copolymer', 'alcohol', 'hydrolyzed collagen', 'citrus paradisi (grapefruit) fruit extract', 'xanthan gum', 'peg-60 hydrogenated castor oil', 'carbomer', 'triethanolamine', 'disodium edta', 'camellia sinensis leaf extract', 'sodium hyaluronate', 'tocopherol', 'retinol', 'polysorbate 20', 'phenoxyethanol', 'fragrance']"
1211,wonder pore deep foaming cleanser,"['water', 'glycerin', 'stearic acid', 'myristic acid', 'peg-32', 'potassium hydroxide', 'lauric acid', 'glyceryl stearate', 'peg-100 stearate', 'mentha arvensis extract', 'mentha piperita (peppermint) extract', 'chamaecyparis obtusa water', 'gentiana lutea root extract', 'kaolin', 'eucalyptus globulus leaf extract', 'achillea millefolium extract', 'artemisia absinthium extract', 'arnica montana flower']"
1212,bubble tea sleeping pack - green tea,"['water', 'propanediol', 'peg/ppg-17/6 copolymer', 'alcohol denat', 'butylene glycol', '1 2-hexanediol', 'hyaluronic acid', 'camellia sinensis leaf extract', 'castanea crenata (chestnut) shell extract', 'lavandula angustifolia (lavender) flower extract', 'dipropylene glycol', 'bis-peg-18 methyl ether dimethyl silane', 'beta-glucan', 'panthenol', 'peg-60 hydrogenated castor oil', 'agar', 'hydroxyethyl acrylate/sodium acryloyldimethyl taurate copolymer', 'glyceryl acrylate/acrylic acid copolymer', 'sodium polyacrylate', 'theobroma cacao (cocoa) seed extract', 'hydrogenated lecithin', 'sodium carbomer', 'hydroxyacetophenone', 'carbomer', 'tromethamine', 'styrene/acrylates copolymer', 'coco-glucoside', 'benzoic acid', 'disodium edta', 'ethylhexylglycerin', 'ci 19140', 'ci 42090', 'iron oxides (ci 77491)', 'iron oxides (ci 77499)', 'fragrance']"
1213,bubble tea sleeping pack - black tea,"['water', 'propanediol', 'peg/ppg-17/6 copolymer', 'alcohol denat', 'butylene glycol', 'hyaluronic acid', 'camellia sinensis leaf extract', 'natto gum', 'prunus amygdalus dulcis (sweet almond) seed extract', 'dipropylene glycol', 'beta-glucan', 'bis-peg-18 methyl ether dimethyl silane', 'panthenol', 'peg-60 hydrogenated castor oil', 'agar', 'hydroxyethyl acrylate/sodium acryloyldimethyl taurate copolymer', 'glyceryl acrylate/acrylic acid copolymer', 'sodium polyacrylate', 'coptis japonica root extract', 'theobroma cacao (cocoa) seed extract', 'hydrogenated lecithin', 'sodium carbomer', 'hydroxyacetophenone', 'carbomer', 'tromethamine', 'titanium dioxide (ci 77891)', 'disodium edta', 'ethylhexylglycerin', '1 2-hexanediol', 'iron oxides (ci 77491)', 'iron oxides (ci 77499)', 'fragrance']"
1214,bubble tea sleeping pack - strawberry,"['water', 'propanediol', 'peg/ppg-17/6 copolymer', 'alcohol denat', '1 2-hexanediol', 'hyaluronic acid', 'fragaria chiloensis (strawberry) fruit extract', 'rubus chamaemorus seed extract', 'butylene glycol', 'dipropylene glycol', 'beta-glucan', 'bis-peg-18 methyl ether dimethyl silane', 'panthenol', 'peg-60 hydrogenated castor oil', 'agar', 'hydroxyethyl acrylate/sodium acryloyldimethyl taurate copolymer', 'glyceryl acrylate/acrylic acid copolymer', 'sodium polyacrylate', 'carbomer', 'hydroxyacetophenone', 'hydrogenated lecithin', 'tromethamine', 'sodium carbomer', 'styrene/acrylates copolymer', 'coco-glucoside', 'theobroma cacao (cocoa) seed extract', 'benzoic acid', 'disodium edta', 'ethylhexylglycerin', 'ci 17200', 'ci 19140', 'iron oxides (ci 77491)', 'iron oxides (ci 77499)', 'fragrance', 'rose']"
1215,lip & eye remover,"['water', 'cyclopentasiloxane', 'sodium chloride', 'hexylene glycol', 'lauryl methyl gluceth-10 hydroxypropyldimonium chloride', 'caprylyl/capryl glucoside', 'potassium phosphate', 'dipotassium phosphate', 'disodium edta', 'ethylhexylglycerin', 'phenoxyethanol']"
1216,i need you mask - korean ginseng,"['water', 'butylene glycol', 'glycerin', 'caprylic/capric triglyceride', 'cetyl ethylhexanoate', 'dimethicone', 'citrus paradisi (grapefruit) fruit extract', 'polyglyceryl-3 methylglucose distearate', 'glyceryl stearate', 'peg-100 stearate', 'panthenol', 'ammonium acryloyldimethyltaurate/vp copolymer', 'xanthan gum', 'panax ginseng root extract(20mg)', 'ethylhexylglycerin', 'sodium polyacrylate', 'allantoin', 'hydrogenated polydecene', 'trideceth-6', 'camellia sinensis leaf extract', 'sophora angustifolia root extract', 'lonicera japonica (honeysuckle) flower extract', 'prunus persica (peach) leaf extract', 'paeonia albiflora root extract', 'ginkgo biloba leaf extract', 'scutellaria baicalensis root extract', 'disodium edta', 'phenoxyethanol', 'fragrance']"
1217,sunprise mild airy finish spf 50+ pa+++,"['water', 'cyclopentasiloxane', 'alcohol', 'dicaprylyl ether', 'dipropylene glycol', 'aloe', 'viscum album (mistletoe) leaf extract', 'portulaca oleracea extract', 'centella asiatica extract', 'opuntia ficus-indica extract', 'carex humillis root extract', 'citrus aurantium bergamia (bergamot) fruit oil', 'eucalyptus globulus leaf oil', 'pinus sylvestris leaf oil', 'citrus aurantifolia (lime) oil', 'citrus aurantium dulcis (orange) peel oil', 'euterpe oleracea fruit extract', 'malpighia emarginata (acerola) fruit extract', 'terminalia ferdinandiana fruit extract', 'echium plantagineum seed oil', 'adansonia digitata seed oil', 'helianthus annuus (sunflower) seed oil', 'cardiospermum halicacabum flower/leaf/vine extract', 'helianthus annuus (sunflower) seed oil unsaponifiables', 'vinyl dimethicone/methicone silsesquioxane crosspolymer', 'peg-10 dimethicone', 'cyclomethicone', 'magnesium sulfate', 'polymethylsilsesquioxane', 'methicone', '1 2-hexanediol', 'aluminum hydroxide', 'methyl methacrylate crosspolymer', 'caprylyl glycol', 'octyldodecanol', 'dimethicone', 'stearic acid', 'glyceryl caprylate', 'polyglyceryl-6 polyricinoleate', 'dimethicone/vinyl dimethicone crosspolymer', 'microcrystalline cellulose', 'butylene glycol', 'triethoxycaprylylsilane', 'cellulose gum', 'rose', 'hyaluronic acid']"
1218,ac clean up daily cleansing foam,"['water', 'glycerin', 'stearic acid', 'myristic acid', 'peg-32', 'potassium hydroxide', 'lauric acid', 'butylene glycol', 'cocamidopropyl betaine', 'hydrated silica', 'glyceryl stearate', 'peg-100 stearate', 'salicylic acid', 'peg-90m', 'disodium edta', 'sodium benzoate', 'fragrance']"
1219,moistfull collagen eye cream,"['hydrolyzed collagen', 'butylene glycol', 'hydrogenated poly(c6-14 olefin)', 'limnanthes alba (meadowfoam) seed oil', 'hydrogenated castor oil isostearate', 'dimethicone', 'behenyl alcohol', 'adansonia digitata fruit extract', 'adansonia digitata seed oil', 'glyceryl stearate', 'cetearyl alcohol', 'acrylates/c10-30 alkyl acrylate crosspolymer', 'ammonium acryloyldimethyltaurate/vp copolymer', 'ethylhexylglycerin', 'alcohol', 'water', 'carbomer', 'kaolin', 'phenoxyethanol', 'poloxamer 407', 'polyglyceryl-3 methylglucose distearate', 'peg-100 stearate', 'phytantriol', 'tromethamine', 'fragrance']"
1220,real art no-wash cleansing water,"['snail secretion filtrate', 'alcohol', 'niacinamide', 'croton lechleri resin extract', 'spirulina platensis extract', 'adenosine', 'maltodextrin', 'bis-peg-18 methyl ether dimethyl silane', 'cyclopentasiloxane', 'cyclohexasiloxane', 'sodium polyacrylate', 'acrylates/c10-30 alkyl acrylate crosspolymer', 'ethylhexylglycerin', 'water', 'carbomer', 'phenyl trimethicone', 'polysorbate 20', 'peg-60 hydrogenated castor oil', 'tromethamine', 'disodium edta', 'phenoxyethanol', 'fragrance']"
1221,wonder pore freshner,"['water', 'alcohol', 'butylene glycol', 'betaine', 'mentha arvensis extract', 'vaccinium myrtillus fruit/leaf extract', 'saccharum officinarum (sugar cane) extract', 'citrus aurantium dulcis (orange) fruit extract', 'cham- aecyparis obtusa water', 'ginkgo biloba leaf extract', 'acer saccharum (sugar maple) extract', 'gentiana lu- tea root extract', 'artemisia absinthium extract', 'arnica montana flower extract', 'achillea millefolium extract', 'glycereth-26', 'ethylhexylglycerin', 'hyaluronic acid', 'acetic acid', 'disodium edta', 'phenoxyethanol', 'rose']"
1222,moistfull collagen cream,"['hydrolyzed collagen', 'butylene glycol', 'cyclopentasiloxane', 'cyclohexasiloxane', 'glyceryl polymethacrylate', 'hydrogenated lecithin', 'cetearyl alcohol', 'adansonia digitata fruit extract', 'adansonia digitata seed oil', 'betaine', 'kaolin', 'cetyl ethylhexanoate', 'pca dimethicone', 'dimethiconol', 'glyceryl stearate', 'sodium polyacrylate', 'stearic acid', 'silica', 'ammonium acryloyldimethyltaurate/vp copolymer', 'poloxamer 407', 'polyglyceryl-3 methylglucose distearate', 'phytantriol', 'ppg-5-laureth-5', 'hydrogenated polydecene', 'hydrogenated polyisobutene', 'alcohol', 'water', 'disodium edta', 'phenoxyethanol', 'fragrance']"
1223,ac clinic intense pink powder spot,"['alcohol', 'water', 'zinc oxide (ci 77947)', 'glycerin', 'titanium dioxide', 'colloidal sulfur', 'salicylic acid', 'chamaecyparis obtusa leaf extract', 'glycoproteins', 'aesculus hippocastanum (horse chestnut) seed extract', 'saururus chinensis extract', 'dipotassium glycyrrhizate', 'madecassoside', 'ampelopsis japonica root extract', 'carica papaya (papaya) fruit extract', 'allium cepa (onion) bulb extract', 'allium sativum (garlic) bulb extract', 'butylene glycol', 'mannitol', 'ammonium glycyrrhizate', 'zinc gluconate', 'silica', 'caffeine', 'fragrance', 'iron oxides (ci 77491)']"
1224,berry aha bright peel sleeping pack,"['water', 'glycerin', 'cyclopentasiloxane', 'methylpropanediol', 'caprylic/capric triglyceride', 'polyglyceryl-3 methylglucose distearate', 'dimethicone', 'piper methysticum leaf/root/stem extract', 'algae extract', 'eclipta prostrata leaf extract', 'vaccinium myrtillus fruit extract', 'saccharum officinarum (sugar cane) extract', 'citrus limon (lemon) fruit extract', 'citrus aurantium dulcis (orange) fruit extract', 'ulmus davidiana root extract', 'amaranthus caudatus seed extract', 'acer saccharum (sugar maple) extract', 'nymphaea alba flower extract', 'hydrogenated lecithin', 'argania spinosa kernel oil', 'sodium hyaluronate', '1 2-hexanediol', 'betaine', 'carbomer', 'dipropylene glycol', 'tromethamine', 'sodium polyacrylate', 'glyceryl stearate', 'peg-100 stearate', 'butylene glycol', 'sodium stearoyl glutamate', 'polysorbate 20', 'squalane', 'hydrogenated polyisobutene', 'ethylhexylglycerin', 'alcohol', 'xanthan gum', 'fructooligosaccharides', 'isononyl isononanoate', 'polyglyceryl-10 stearate', 'disodium edta', 'lecithin', 'beta-glucan', 'cetearyl alcohol', 'butyrospermum parkii (shea) butter', 'stearic acid', 'polyglyceryl-2 dipolyhydroxystearate', 'lactic acid', 'hydrolyzed hyaluronic acid', 'inulin lauryl carbamate', 'sodium palmitoyl proline', 'disodium stearoyl glutamate', 'fragrance', 'phenoxyethanol']"
1225,ac clinic pink powder spot patch,"['rosin', 'cellulose gum', 'polyisobutene', 'polybutene', 'butylene glycol', 'lavandula angustifolia (lavender) extract', 'rosemarinus officinalis (rosemary) extract', 'colloidal sulfur', 'salicylic acid', 'madecassoside', 'melissa officinalis leaf extract', 'origanum vulgare leaf extract', 'pelargonium graveolens extract', 'thymus vulgaris (thyme) flower/leaf extract', 'centaurium erythraea extract', 'saururus chinensis extract', 'water', 'eucalyptus globulus leaf extract', 'melaleuca alternifolia (tea tree) leaf extract', 'mentha piperita(peppermint) leaf extract', 'mentha spicata flower/leaf/stem extract', 'ampelopsis japonica root extract', 'chamaecyparis obtusa leaf extract', 'carica papaya (papaya) fruit extract', 'allium cepa (onion) bulb extract', 'allium sativum (garlic) bulb extract', 'glycoproteins', 'perilla ocymoides seed extract']"
1226,sunprise bye sebum sun stick spf 50+ pa+++,"['silica', 'isopropyl palmitate', 'octocrylene', 'ceresin', 'ethylhexyl methoxycinnamate', 'dicaprylyl carbonate', 'phenyl trimethicone', 'titanium dioxide (ci 77891)', 'dimethicone', 'polyethylene', 'ethylhexyl salicylate', 'bis-ethylhexyloxyphenol methoxyphenyl triazine', 'diethylaminohydroxybenzoyl hexyl benzoate', 'polyglyceryl-2 triisostearate', 'hydrogenated polycyclopentadiene', 'microcrystalline wax', 'dimethicone crosspolymer', 'sucrose tetrastearate triacetate', 'aluminum distearate', 'hydroxyapatite', 'synthetic fluorphlogopite', '1 2-hexanediol', 'polyurethane-11', 'lauryl peg-9 polydimethylsiloxyethyl dimethicone', 'fragrance', 'hydroxyacetophenone', 'triethoxycaprylylsilane', 'helianthus annuus (sunflower) seed oil', 'tocopheryl acetate', 'hdi/ppg/polycaprolactone crosspolymer', 'iron oxides (ci 77492)', 'iron oxides (ci 77491)', 'acrylates/tridecyl acrylate/triethoxysilylpropyl methacrylate/dimethicone methacrylate copolymer', 'water', 'tocopherol', 'adansonia digitata seed oil', 'sodium hyaluronate', 'citrus sudachi fruit juice', 'butylene glycol', 'glycerin', 'portulaca oleracea extract', 'methoxy peg/ppg-25/4 dimethicone', 'malpighia glabra (acerola) fruit extract', 'phenoxyethanol', 'maltodextrin', 'aloe barbadensis leaf extract']"
1227,sunprise mild watery light spf 50+ pa+++,"['water ethylhexyl methoxycinnamate', 'homosalate', 'ethylhexyl salicylate', 'diethylamino hydroxybenzoyl hexyl benzoate', 'alcohol', 'butylene glycol', 'dicaprylyl carbonate', 'cyclopentasiloxane', 'octocrylene', 'c20-22 alkyl phosphate', 'c20-22 alcohols', 'silica', '1 2-hexanediol', 'cetyl alcohol', 'viscum album (mistletoe) leaf extract', 'portulaca oleracea extract', 'centella asiatica extract', 'glyceryl stearate', 'methyl methacrylate crosspolymer', 'tromethamine', 'dimethicone/vinyl dimethicone crosspolymer', 'phenoxyethanol', 'octyldodecanol', 'polyacrylate crosspolymer-6', 'opuntia ficus-indica extract', 'aloe barbadensis leaf juice', 'glycine soja (soybean) lipids', 'microcrystalline cellulose', 'xanthan gum', 'sodium acrylate/sodium acryloyldimethyl taurate copolymer', 'polyisobutene', 'carex humillis root extract', 'citrus aurantium bergamia (bergamot) fruit oil', 'citrus limon (lemon) peel oil', 'eucalyptus globulus leaf oil', 'pinus sylvestris leaf oil', 'citrus aurantifolia (lime) oil', 'citrus aurantium dulcis (orange) peel oil', 'echium plantagineum seed oil', 'euterpe oleracea fruit extract', 'malpighia emarginata (acerola) fruit extract', 'terminalia ferdinandiana fruit extract', 'cellulose gum', 'adansonia digitata seed oil', 'hyaluronic acid', 'sorbitan oleate', 'caprylyl/capryl glucoside', 'helianthus annuus (sunflower) seed oil', 'cardiospermum halicacabum flower/leaf/vine extract', 'helianthus annuus (sunflower) seed oil unsaponifiables', 'isoceteth-10', 'isoceteth-25']"
1228,moistfull collagen sleeping pack,"['water', 'hydrolyzed collagen', 'butylene glycol', 'adansonia digitata fruit extract', 'cyclopentasiloxane', 'alcohol', 'glycerin', 'cyclohexasiloxane', 'trehalose', 'adansonia digitata seed oil', 'dimethicone', 'dimethicone/vinyl dimethicone crosspolymer', 'dimethiconol', 'beta-glucan', 'stearyl behenate', 'glyceryl caprylate', 'ammonium acryloyldimethyltaurate/vp copolymer', 'ethylhexylglycerin', 'inulin lauryl carbamate', 'carbomer', 'poloxamer 407', 'polyglyceryl-3 methylglucose distearate', 'polysorbate 20', 'propanediol', 'phytantriol', 'hydroxypropyl bispalmitamide mea', 'tromethamine', 'disodium edta', 'phenoxyethanol', 'fragrance']"
1229,i need you mask - q10,"['water', 'butylene glycol', 'glycerin', 'caprylic/capric triglyceride', 'cetyl ethylhexanoate', 'dimethicone', 'citrus paradisi (grapefruit) fruit extract', 'polyglyceryl-3 methylglucose distearate', 'glyceryl stearate', 'peg-100 stearate', 'panthenol', 'ammonium acryloyldimethyltaurate/vp copolymer', 'xanthan gum', 'ethylhexylglycerin', 'sodium polyacrylate', 'allantoin', 'hydrogenated polydecene', 'hydrogenated lecithin', 'ubiquinone(1mg)', 'alcohol', 'trideceth-6', 'polysorbate 80', 'camellia sinensis leaf extract', 'sophora angustifolia root extract', 'lonicera japonica (honeysuckle) flower extract', 'prunus persica (peach) leaf extract', 'paeonia albiflora root extract', 'ginkgo biloba leaf extract', 'scutellaria baicalensis root extract', '1 2-hexanediol', 'caprylyl glycol', 'bht', 'disodium edta', 'phenoxyethanol', 'fragrance']"
1230,ac clinic daily aqua cream,"['water', 'alcohol', 'cyclopentasiloxane', 'butylene glycol', 'betaine', 'dimethicone', 'cyclohexasiloxane', 'salicylic acid', 'chamaecyparis obtusa leaf extract', 'glycoproteins', 'aesculus hippocastanum (horse chestnut) seed extract', 'saururus chinensis extract', 'centella asiatica extract', 'aloe barbadensis leaf extract', 'lavandula angustifolia (lavender) extract', 'althaea officinalis root extract', 'anthemis nobilis flower extract', 'lippia citriodora leaf extract', 'ampelopsis japonica root extract', 'carica papaya (papaya) fruit extract', 'allium cepa (onion) bulb extract', 'allium sativum (garlic) bulb extract', 'mannitol', 'ammonium glycyrrhizate', 'zinc gluconate', 'caffeine', 'dimethiconol', 'octyldodeceth-16', 'polyacrylate-13', 'dimethicone/peg-10/15 crosspolymer', 'ammonium acryloyldimethyltaurate/vp copolymer', 'polyisobutene', 'carbomer', 'polysorbate 20', 'ethylhexylglycerin', 'tromethamine', 'disodium edta', 'fragrance']"
1231,mask pack - hyaluronic,"['water', 'butylene glycol', 'glycerin', 'caprylic/capric triglyceride', 'cetyl ethylhexanoate', 'dimethicone', 'citrus paradisi (grapefruit) fruit extract', 'polyglyceryl-3 methylglucose distearate', 'glyceryl stearate', 'peg-100 stearate', 'panthenol', 'ammonium acryloyldimethyltaurate/vp copolymer', 'xanthan gum', 'ethylhexylglycerin', 'sodium polyacrylate', 'allantoin', 'hydrogenated polydecene', 'sodium hyaluronate(2mg)', 'trideceth-6', 'camellia sinensis leaf extract', 'sophora angustifolia root extract', 'lonicera japonica (honeysuckle) flower extract', 'prunus persica (peach) leaf extract', 'paeonia albiflora root extract', 'ginkgo biloba leaf extract', 'scutellaria baicalensis root extract', 'disodium edta', 'phenoxyethanol', 'fragrance']"
1232,baking powder pore cleansing foam,"['glycerin', 'water', 'stearic acid', 'myristic acid', 'peg-32', 'potassium hydroxide', 'microcrystalline cellulose', 'lauric acid', 'cocamidopropyl betaine', 'glyceryl stearate', 'sodium bicarbonate', 'disodium edta', 'silica', 'polyquaternium-7', 'peg-100 stearate', 'peg-7 glyceryl cocoate', 'sodium benzoate', 'fragrance']"
1233,ac clinic intense mask sheet,"['water', 'butylene glycol', 'peg/ppg-17/6 copolymer', 'glycerin', 'peg-75', 'citrus paradisi (grapefruit) fruit extract', 'alcohol', 'polysorbate 60', 'xanthan gum', 'disodium edta', 'phenoxyethanol', 'fragrance', 'sodium hyaluronate', 'chamaecyparis obtusa leaf extract', 'ampelopsis japonica root extract', 'carica papaya (papaya) fruit extract', 'allium cepa (onion) bulb extract', 'allium sativum (garlic) bulb extract', 'saururus chinensis extract', 'centaurium erythraea extract', 'salicylic acid', 'colloidal sulfur', 'glycoproteins']"
1234,moistfull collagen facial toner,"['water', 'hydrolyzed collagen', 'adansonia digitata fruit extract', 'butylene glycol', 'alcohol', 'glycerin', 'betaine', 'adansonia digitata seed oil', 'glyceryl polymethacrylate', 'bis-peg-18 methyl ether dimethyl silane', 'ammonium acryloyldimethyltaurate/vp copolymer', 'ethylhexylglycerin', 'carbomer', 'potassium hydroxide', 'poloxamer 407', 'peg-60 hydrogenated castor oil', 'peg/ppg-17/6 copolymer', 'phytantriol', 'hydroxyethylcellulose', 'disodium edta', 'phenoxyethanol', 'fragrance']"
1235,sunprise must daily spf 50+ pa+++,"['water', 'ethylhexyl methoxycinnamate', 'homosalate', 'ethylhexyl salicylate', 'alcohol', 'diethylamino hydroxybenzoyl hexyl benzoate', 'cyclomethicone', 'octocrylene', 'c12-15 alkyl benzoate', 'butylene glycol', 'titanium dioxide', 'portulaca oleracea extract', 'phenyl trimethicone', 'carex humillis root extract', 'sodium hyaluronate', 'glyceryl stearate', 'sodium acrylate/sodium acryloyldimethyl taurate copolymer', 'behenyl alcohol', 'peg-100 stearate', 'isohexadecane', 'polysorbate 80', 'aluminum stearate', 'polyhydroxystearic acid', 'alumina', 'xanthan gum', 'polymethyl methacrylate', 'polydiethyleneglycol adipate/ipdi copolymer', '7-dehydrocholesterol', 'glyceryl caprylate', 'ethylhexylglycerin', 'propyl gallate', 'fragrance', 'phenoxyethanol']"
1236,i need you mask - mugwort,"['water', 'butylene glycol', 'glycerin', 'citrus paradisi (grapefruit) fruit extract', 'alcohol', 'panthenol', 'carbomer', 'peg-60 hydrogenated castor oil', 'xanthan gum', 'artemisia princeps leaf extract(20mg)', 'potassium hydroxide', 'ethylhexylglycerin', 'allantoin', 'camellia sinensis leaf extract', 'sophora angustifolia root extract', 'lonicera japonica (honeysuckle) flower extract', 'prunus persica (peach) leaf extract', 'paeonia albiflora root extract', 'ginkgo biloba leaf extract', 'scutellaria baicalensis root extract', 'disodium edta', 'phenoxyethanol', 'fragrance']"
1237,real art perfect cleansing oil,"['isopropyl palmitate', 'pentaerythrityl tetraethylhexanoate', 'pentaerythrityl tetraisostearate', 'c12-15 alkyl benzoate', 'caprylic/capric triglyceride', 'peg-20 glyceryl triisostearate', 'peg-8 isostearate', 'dextrin palmitate', 'dextrin palmitate/ethylhexanoate', 'glyceryl behenate/eicosadioate', 'limnanthes alba (meadowfoam) seed oil', 'butyrospermum parkii (shea) butter extract', 'oryza sativa (rice) bran oil', 'fragrance']"
1238,ac clinic intense hinoki water mist,"['alcohol', 'water', 'chamaecyparis obtusa water', 'butylene glycol', 'glycereth-26', 'salicylic acid', 'saururus chinensis extract', 'allium sativum (garlic) bulb extract', 'aesculus hippocastanum (horse chestnut) seed extract', 'ampelopsis japonica root extract', 'carica papaya (papaya) fruit extract', 'chamaecyparis obtusa leaf extract', 'allium cepa (onion) bulb extract', 'ammonium glycyrrhizate', 'mannitol', 'caffeine', 'glycoproteins', 'zinc gluconate', 'glycerin', 'peg-60 hydrogenated castor oil', 'potassium hydroxide', 'disodium edta', 'fragrance']"
1239,priming moisturizer,"['aqua/water/eau', 'tridecyl stearate', 'neopentyl glycol dicaprylate/dicaprate', 'stearic acid', 'propanediol', 'tridecyl trimellitate', 'palmitic acid', 'glyceryl stearate se', 'tropaeolum majus flower/leaf/stem extract', 'phenyl trimethicone lonicera japonica (honeysuckle) flower extract', 'lonicera caprifolium (honeysuckle) flower extract', 'butyrospermum parkii (shea) butter', 'aloe barbadensis leaf juice', 'tremella fuciformis sporocarp extract', ""beeswax/cera alba/cire d'abeille"", 'mel/honey extract/extrait de miel', 'boswellia serrata extract', 'phospholipids', 'camellia sinensis leaf extract', 'aspalathus linearis leaf extract', 'tetrapeptide-14', 'tocopheryl acetate', 'retinyl palmitate', 'ascorbyl palmitate', 'hyaluronic acid', 'glycerin', 'polyacrylamide', 'trisodium ethylenediamine disuccinate', 'butylene glycol', 'c13-14 isoparaffin', 'citric acid', 'cetyl palmitate', 'betaine', 'potassium sorbate', 'ceteareth-20', 'laureth-7', 'phenoxyethanol', 'sodium benzoate']"
1240,milky jelly cleanser,"['water/aqua/eau', 'rosa damascena flower water', 'peg-7 glyceryl cocoate', 'propanediol', 'isohexadecane', 'poloxamer 184', 'acrylamide/sodium acryloyldimethyltaurate copolymer', 'xylitylglucoside', 'betaine', 'allantoin', 'glycerin', 'panthenol', 'symphytum officinale root extract', 'sodium hyaluronate', 'anhydroxylitol', 'polysorbate 80', 'xylitol', 'ammonium polyacryloyldimethyl taurate', 'isopropyl myristate', 'benzoic acid', 'ethylhexylglycerin', 'sodium hydroxide']"
1241,super pure,"['water/aqua/eau', 'niacinamide', 'glycereth-26', 'propanediol', 'zinc pca', 'citric acid', 'lonicera caprifolium (honeysuckle) extract', 'peg-12 dimethicone', 'lonicera japonica (honeysuckle) flower extract', 'hydroxyethylcellulose']"
1242,invisible shield,"['avobenzone 3%', 'homosalate 6%', 'octisalate 5%', 'water', 'butyloctyl salicylate', 'dipropylene glycol', 'methyl trimethicone', 'biosaccharide gum-4', 'caprylyl methicone', 'propanediol', 'bis-ethylhexylhydroxydimethoxy benzylmalonate', 'betaine', 'acrylates copolymer', 'ammonium acryloyldimethyltaurate/vp copolymer', 'hydroxyacetophenone', 'phenoxyethanol', 'hydrolyzed wheat protein/pvp crosspolymer', 'dibutyllauroyl glutamide', 'dibutyl ethylhexanoyl glutamide', 'citrus aurantiumdulcis (orange) peel oil', 'dipotassium glycyrrhizate', 'carbomer', 'tocopherylacetate', 'aminomethyl propanol', 'butylene glycol', 'hippophae rhamnoidesfruit extract', 'disodium edta', 'pentylene glycol', 'aloe barbadensis leaf extract', 'silica', 'bioflavonoids', 'potassium sorbate', 'hydroxyphenylpropamidobenzoic acid', 'brassica oleracea italica (broccoli) extract', 'ethylhexylglycerin', 'camellia sinensis leaf extract', 'ascorbyl palmitate']"
